RnkIMDNoEd,No_qual,Maori,Drive_priv,Bus,Masters_,AnyUni,Bike
3426,7.6,11.8,47.4,12.4,9.6,59.1,3.3
4771,18.6,9.2,65.2,12.2,5.3,40.8,1.3
2333,10.5,7,57.6,20.7,6.2,47.1,0.2
2406,14.7,14.6,62.3,6.4,3.7,41.7,0.2
439,7,8.5,49.2,12.9,9.3,55,0.3
3664,9.9,9.2,54.4,18.3,8.6,53.4,3.1
4243,14.7,14.6,62.3,6.4,3.7,41.7,0.2
3424,6.3,10.9,47.6,12.6,10.6,59.4,4.5
648,7.6,11.8,47.4,12.4,9.6,59.1,3.3
3081,7.4,8.9,48.2,16.1,10.4,58.4,3.8
2382,18.6,9.2,65.2,12.2,5.3,40.8,1.3
4942,22,9,63,16.2,4.2,35.9,1.1
1609,17.6,11.9,61.1,0.5,1.8,34.9,1
4065,7.4,8.9,48.2,16.1,10.4,58.4,3.8
1819,9.8,9.7,59.5,11.1,5,43.4,0.3
4719,15.3,6.9,60.8,17.4,7.5,44.2,0.7
354,8.8,11.2,53.7,13.6,8,54.6,0.6
4713,9.9,9.2,54.4,18.3,8.6,53.4,3.1
3631,20.5,13.8,62.6,1.3,3,34.3,0.4
4203,17.4,10.3,48.8,7,2.2,41.2,0
2428,9.2,9,59.6,13.2,6.4,48.9,1.2
3619,18.8,7.3,57.2,1.8,5.1,37.9,0.6
1167,14,11,59.8,6.2,3.2,37.3,0
302,6.6,8.1,49,9.1,12.3,59.7,4.6
1403,8,5.7,60.8,10.1,7.5,45.8,0.6
2011,10.5,7,57.6,20.7,6.2,47.1,0.2
2320,9.9,9.2,54.4,18.3,8.6,53.4,3.1
775,6.1,12.2,45.3,12.4,11.8,62.1,5.2
508,8,5.7,60.8,10.1,7.5,45.8,0.6
1591,8.1,6.8,61,10.7,5.1,44.7,0.4
3490,6.1,12.2,45.3,12.4,11.8,62.1,5.2
3864,15.3,6.9,60.8,17.4,7.5,44.2,0.7
2500,7.4,8.9,48.2,16.1,10.4,58.4,3.8
5824,18.6,9.2,65.2,12.2,5.3,40.8,1.3
1328,9,6.5,63.1,11.1,6.7,45.7,0.3
3440,6.1,13.3,42.6,14.6,9.6,61.3,3.9
1462,10.6,7.5,58.7,13.7,6.4,47.5,1.3
1650,9.9,6.5,59.9,10.6,5.8,45.1,0.3
3466,9.9,9.2,54.4,18.3,8.6,53.4,3.1
2883,10.6,7.5,58.7,13.7,6.4,47.5,1.3
1430,9.9,7,61.9,11.8,6,45.5,0.6
3014,10.8,7.7,56.6,18.6,7.9,49.7,2.1
1040,9.2,9,59.6,13.2,6.4,48.9,1.2
2409,10.5,7,57.6,20.7,6.2,47.1,0.2
1730,12.3,4.1,56.4,14.4,7.5,42.6,1.2
1806,7,6.1,59.9,11.4,9,50.9,0.6
2802,6.1,13.3,42.6,14.6,9.6,61.3,3.9
3635,7.4,8.9,48.2,16.1,10.4,58.4,3.8
1190,9.8,9.7,59.5,11.1,5,43.4,0.3
3246,10.8,7.7,56.6,18.6,7.9,49.7,2.1
1127,5.2,10.8,40.2,11.4,11.1,62.2,3.7
3443,15.3,6.9,60.8,17.4,7.5,44.2,0.7
3493,17.4,10.3,48.8,7,2.2,41.2,0
1198,5.2,10.8,40.2,11.4,11.1,62.2,3.7
1805,6.8,8.7,57.3,19,7.6,53.2,1
1851,12.3,4.1,56.4,14.4,7.5,42.6,1.2
2141,4.5,10.8,43.4,13,12,63.8,4.4
3290,17.5,16,61.1,12.5,4.9,38.9,0.6
2343,8.9,5.6,63,9.6,9.4,53,0.2
2045,9.2,9,59.6,13.2,6.4,48.9,1.2
4567,18.2,16.4,61.4,6.2,3.3,36.8,0.2
5871,18.6,9.2,65.2,12.2,5.3,40.8,1.3
2329,5.2,10.8,40.2,11.4,11.1,62.2,3.7
1530,6.8,8.7,57.3,19,7.6,53.2,1
2016,8,5.7,60.8,10.1,7.5,45.8,0.6
4624,9.7,14.1,47.5,16.9,8.9,55.3,3.5
1503,7.4,8.9,48.2,16.1,10.4,58.4,3.8
3206,8.9,8.1,51.2,18.9,9.4,54,2.7
1066,7,6.1,59.9,11.4,9,50.9,0.6
1950,5.2,10.8,40.2,11.4,11.1,62.2,3.7
1736,8.2,7.3,59,16.4,7.5,48,0.2
2248,9.8,9.7,59.5,11.1,5,43.4,0.3
2037,6.3,9.3,42.6,8.9,11.4,58.7,3.2
384,6.3,9.3,42.6,8.9,11.4,58.7,3.2
769,4.5,10.8,43.4,13,12,63.8,4.4
2582,8.2,7.3,59,16.4,7.5,48,0.2
2550,20.5,13.8,62.6,1.3,3,34.3,0.4
5075,6.1,13.3,42.6,14.6,9.6,61.3,3.9
2949,18.2,16.4,61.4,6.2,3.3,36.8,0.2
2699,8.8,11.2,53.7,13.6,8,54.6,0.6
3143,9.2,9,59.6,13.2,6.4,48.9,1.2
4794,10.8,7.7,56.6,18.6,7.9,49.7,2.1
3084,8.9,8.1,51.2,18.9,9.4,54,2.7
995,9.8,6.6,59,9.4,6.2,44.6,0.5
1599,9.8,9.7,59.5,11.1,5,43.4,0.3
1947,12.1,5.8,59.9,12.2,6.6,42.6,0.4
1005,9.9,6.2,59.9,17,6.4,46,0.4
3171,17.5,16,61.1,12.5,4.9,38.9,0.6
2398,9.3,4.9,64.6,15.3,9.8,51,0.9
805,14,11,59.8,6.2,3.2,37.3,0
1032,9.9,6.2,59.9,17,6.4,46,0.4
1497,8.1,6.8,61,10.7,5.1,44.7,0.4
3828,8.9,8.1,51.2,18.9,9.4,54,2.7
1984,7.9,6.6,59.2,10.2,7.4,47.8,0.2
101,7.7,6.8,59.7,11.5,7.7,47.7,0.8
3108,5.1,10.9,45.1,15.2,12.4,63.8,5.4
638,7.4,6.5,57.7,11,8.7,48.8,0.4
1029,10.6,7.5,58.7,13.7,6.4,47.5,1.3
4917,10.8,7.7,56.6,18.6,7.9,49.7,2.1
2659,9.3,4.9,64.6,15.3,9.8,51,0.9
1818,9.9,6.5,59.9,10.6,5.8,45.1,0.3
1982,10.8,7.7,56.6,18.6,7.9,49.7,2.1
2327,12.1,5.8,59.9,12.2,6.6,42.6,0.4
3575,6.7,6.6,55,17.7,10.6,58.2,2.4
3540,8.9,5.6,63,9.6,9.4,53,0.2
4641,15.3,6.9,60.8,17.4,7.5,44.2,0.7
1241,4.5,10.8,43.4,13,12,63.8,4.4
539,8.9,5.6,63,9.6,9.4,53,0.2
1700,5.7,10.2,33.6,8.9,12.4,63.2,3.4
1492,8.9,8.1,51.2,18.9,9.4,54,2.7
879,8.8,11.2,53.7,13.6,8,54.6,0.6
3349,14,11,59.8,6.2,3.2,37.3,0
1713,6.7,5.3,61.5,13.9,7.7,49,0.2
2104,8.2,7.3,59,16.4,7.5,48,0.2
851,9.9,6.5,59.9,10.6,5.8,45.1,0.3
1645,7,6.1,59.9,11.4,9,50.9,0.6
2873,3.5,11.6,37.6,13.5,9.8,64.7,4.1
4436,18.2,16.4,61.4,6.2,3.3,36.8,0.2
3550,10.6,7.5,58.7,13.7,6.4,47.5,1.3
2557,9.3,4.9,64.6,15.3,9.8,51,0.9
1340,7.4,6.5,57.7,11,8.7,48.8,0.4
1580,5.1,10.9,45.1,15.2,12.4,63.8,5.4
2249,6.3,9.3,42.6,8.9,11.4,58.7,3.2
5532,17.5,16,61.1,12.5,4.9,38.9,0.6
819,8.8,11.2,53.7,13.6,8,54.6,0.6
1968,5.4,7.6,54.7,17.4,10.4,59,2.5
1546,7.9,7.2,55.4,14.7,8.6,52,0.5
1594,9.9,6.2,59.9,17,6.4,46,0.4
1641,3.5,11.6,37.6,13.5,9.8,64.7,4.1
1476,5.7,10.2,33.6,8.9,12.4,63.2,3.4
2322,7.9,7.2,55.4,14.7,8.6,52,0.5
2142,6.7,5.3,61.5,13.9,7.7,49,0.2
1524,8.8,11.2,53.7,13.6,8,54.6,0.6
2290,5.1,10.9,45.1,15.2,12.4,63.8,5.4
831,6.7,6.6,55,17.7,10.6,58.2,2.4
1872,9.3,4.9,64.6,15.3,9.8,51,0.9
3416,9.9,6.2,59.9,17,6.4,46,0.4
2993,6.1,13.3,42.6,14.6,9.6,61.3,3.9
392,9.8,9.7,59.5,11.1,5,43.4,0.3
1951,9.9,6.2,59.9,17,6.4,46,0.4
114,7.9,6.6,59.2,10.2,7.4,47.8,0.2
5194,18.8,11.7,58.7,15.1,6.8,40.7,2.6
1119,5.7,6.3,50.8,16.1,12.3,60.7,3.3
2256,8.8,6.8,65.5,11.1,8.9,53.7,0.9
502,7,6.1,59.9,11.4,9,50.9,0.6
914,9.9,6.5,59.9,10.6,5.8,45.1,0.3
1948,6.7,6.6,55,17.7,10.6,58.2,2.4
3283,13.6,5.6,61.4,15.7,8,46.6,0.7
1969,18.8,7.3,57.2,1.8,5.1,37.9,0.6
3046,14,11,59.8,6.2,3.2,37.3,0
1091,12.1,5.8,59.9,12.2,6.6,42.6,0.4
5658,17.5,16,61.1,12.5,4.9,38.9,0.6
46,7.7,6.8,59.7,11.5,7.7,47.7,0.8
1236,5.7,10.2,33.6,8.9,12.4,63.2,3.4
3914,5.7,6.3,50.8,16.1,12.3,60.7,3.3
442,5.7,10.2,33.6,8.9,12.4,63.2,3.4
1325,6.7,5.3,61.5,13.9,7.7,49,0.2
1193,9.8,6.6,59,9.4,6.2,44.6,0.5
890,7.9,6.6,59.2,10.2,7.4,47.8,0.2
5574,18.8,11.7,58.7,15.1,6.8,40.7,2.6
650,9.9,6.5,59.9,10.6,5.8,45.1,0.3
3261,18.2,16.4,61.4,6.2,3.3,36.8,0.2
2743,3.5,11.6,37.6,13.5,9.8,64.7,4.1
559,7.7,6.8,59.7,11.5,7.7,47.7,0.8
666,7.4,6.5,57.7,11,8.7,48.8,0.4
765,8.3,5.9,61,13.5,7.3,49.3,1.3
1082,5.4,7.6,54.7,17.4,10.4,59,2.5
2078,8.3,5.9,61,13.5,7.3,49.3,1.3
810,7,5.2,56.6,8.7,7.2,49.6,0.5
1931,14.9,12.3,56.8,6.2,2.9,37.6,0.5
2535,13.6,5.6,61.4,15.7,8,46.6,0.7
474,5.7,6.3,50.8,16.1,12.3,60.7,3.3
5258,8.1,9.7,45.6,18.6,11.3,59.1,4.3
2225,6.1,13.3,42.6,14.6,9.6,61.3,3.9
128,7.4,6.5,57.7,11,8.7,48.8,0.4
2209,8.8,6.8,65.5,11.1,8.9,53.7,0.9
2181,9.9,6.2,59.9,17,6.4,46,0.4
1102,10.6,4.8,50.9,14.3,7.5,47.6,0.8
748,9.9,6.5,59.9,10.6,5.8,45.1,0.3
2690,18,13.4,57.6,0,2.5,33.8,0.2
3861,8.1,9.7,45.6,18.6,11.3,59.1,4.3
1327,5.7,6.3,50.8,16.1,12.3,60.7,3.3
713,7,5.2,56.6,8.7,7.2,49.6,0.5
4665,9.9,5.3,47.7,19.5,9.3,51.5,0.9
538,5.7,6.3,50.8,16.1,12.3,60.7,3.3
5996,5.7,10.2,33.6,8.9,12.4,63.2,3.4
5084,6.8,8,55.2,16.7,7.7,56.3,1.4
933,9.8,6.6,59,9.4,6.2,44.6,0.5
1444,9.4,8.9,66,6.1,7.3,50.2,1.7
2670,15.3,12.3,56.5,12.3,4.4,32,0.7
1310,7.9,7.2,55.4,14.7,8.6,52,0.5
109,7,5.2,56.6,8.7,7.2,49.6,0.5
359,8.3,5.9,61,13.5,7.3,49.3,1.3
2118,10.6,4.8,50.9,14.3,7.5,47.6,0.8
3843,13.6,5.6,61.4,15.7,8,46.6,0.7
1579,6.7,6.6,55,17.7,10.6,58.2,2.4
651,5.4,7.6,54.7,17.4,10.4,59,2.5
1639,9.8,6.6,59,9.4,6.2,44.6,0.5
1657,8.3,5.9,61,13.5,7.3,49.3,1.3
3830,14.9,12.3,56.8,6.2,2.9,37.6,0.5
1835,14.9,12.3,56.8,6.2,2.9,37.6,0.5
963,6.7,6.6,55,17.7,10.6,58.2,2.4
913,5.7,7.8,51.1,17.2,12.6,61.6,2.6
3620,7,7.9,43.2,20.8,12.9,60.3,3.7
1305,9.4,8.9,66,6.1,7.3,50.2,1.7
2040,9.9,5.3,47.7,19.5,9.3,51.5,0.9
2775,6.4,2.6,14.8,19.3,9.4,58.9,0.9
3005,13.6,5.6,61.4,15.7,8,46.6,0.7
76,7.7,6.8,59.7,11.5,7.7,47.7,0.8
1038,5.7,7.8,51.1,17.2,12.6,61.6,2.6
2339,3.3,3.8,22.7,13,12.5,63,1.5
1132,3.7,5.4,25.8,6.5,15.6,62.9,2.4
268,7.1,6.6,60.7,9.8,9.5,52.2,0.4
903,6.7,6.1,58.2,9.5,8.1,51.3,1.1
2653,7,7.9,43.2,20.8,12.9,60.3,3.7
1150,10,6,55,15.5,8,49,0.9
1662,6.4,2.6,14.8,19.3,9.4,58.9,0.9
2932,2.5,7,31.8,18.6,12.2,65.9,3.3
1828,6.4,2.6,14.8,19.3,9.4,58.9,0.9
1949,7,7.9,43.2,20.8,12.9,60.3,3.7
325,7.1,6.6,60.7,9.8,9.5,52.2,0.4
4294,3.7,6.9,27.6,14.8,12.7,60.7,2.3
3300,2.5,7,31.8,18.6,12.2,65.9,3.3
2253,9.9,5.3,47.7,19.5,9.3,51.5,0.9
37,6.7,6.1,58.2,9.5,8.1,51.3,1.1
2177,13.5,29.3,41.8,17,7.3,45.5,3.1
806,9.8,6.6,59,9.4,6.2,44.6,0.5
1316,6.5,4.6,12.3,21.4,8.8,59.1,0.6
416,5.4,7.6,54.7,17.4,10.4,59,2.5
4173,6.5,4.6,12.3,21.4,8.8,59.1,0.6
1022,6.8,8,55.2,16.7,7.7,56.3,1.4
3210,6.8,8.6,16.2,21.3,10.7,57,1.5
1847,9.9,5.3,47.7,19.5,9.3,51.5,0.9
1347,10,6,55,15.5,8,49,0.9
967,6.7,6.1,58.2,9.5,8.1,51.3,1.1
2503,9.4,8.9,66,6.1,7.3,50.2,1.7
1072,5.7,7.8,51.1,17.2,12.6,61.6,2.6
5108,6.8,8.6,16.2,21.3,10.7,57,1.5
989,18,13.4,57.6,0,2.5,33.8,0.2
5471,6.8,8.6,16.2,21.3,10.7,57,1.5
985,8.6,7.5,57.1,13.5,10.6,55.1,2.3
2366,7,7.9,43.2,20.8,12.9,60.3,3.7
1064,4.2,3.8,13.4,17.7,10.8,63.2,1.2
3059,5.7,7.8,51.1,17.2,12.6,61.6,2.6
3815,13.5,29.3,41.8,17,7.3,45.5,3.1
2823,16,12.4,58.4,5.8,2.9,37.6,0.2
385,7,4.5,56.3,13.8,10.9,54.4,1.3
1334,15.3,14,53.8,0,3.1,36.6,0.3
2537,16,12.4,58.4,5.8,2.9,37.6,0.2
2190,4.2,3.8,13.4,17.7,10.8,63.2,1.2
1727,13.6,5.6,61.4,15.7,8,46.6,0.7
2207,2.5,7,31.8,18.6,12.2,65.9,3.3
190,7.1,6.6,60.7,9.8,9.5,52.2,0.4
611,6.7,6.1,58.2,9.5,8.1,51.3,1.1
3358,16,12.4,58.4,5.8,2.9,37.6,0.2
3009,5.9,4.2,14.1,25.2,10,52.8,0.7
1250,6.7,6.1,58.2,9.5,8.1,51.3,1.1
1788,10,6,55,15.5,8,49,0.9
3436,9.9,5.3,47.7,19.5,9.3,51.5,0.9
234,10,6,55,15.5,8,49,0.9
3397,5,3.6,11.8,18.1,11.1,58.3,0.6
3152,9.4,8.9,66,6.1,7.3,50.2,1.7
3538,12.4,6.6,57.1,13,8.4,51.5,1.3
1384,5.9,4.2,14.1,25.2,10,52.8,0.7
2110,0,8.6,4.8,28.6,12.9,64.5,0
2176,4.2,3.8,13.4,17.7,10.8,63.2,1.2
704,7,4.5,56.3,13.8,10.9,54.4,1.3
2808,3.1,4.4,10.7,22.9,10.4,47.1,0.6
1387,8.6,7.5,57.1,13.5,10.6,55.1,2.3
689,3.4,8.9,27.9,14,12.3,56.2,3.6
2099,9,3.7,54.3,13.7,10.8,50.9,1.8
2093,7.7,5.8,47.5,14.2,10.6,54.3,1.8
2178,3.4,6.4,16.3,21.8,10.3,41.8,1.6
2278,5,3.6,11.8,18.1,11.1,58.3,0.6
597,6.7,6.1,58.2,9.5,8.1,51.3,1.1
1809,7,4.5,56.3,13.8,10.9,54.4,1.3
1240,3.1,4.4,10.7,22.9,10.4,47.1,0.6
3559,18.1,20.2,66.7,3.5,5.2,38.6,1.7
2856,3.4,8.9,27.9,14,12.3,56.2,3.6
1972,3.4,8.9,27.9,14,12.3,56.2,3.6
906,18.1,20.2,66.7,3.5,5.2,38.6,1.7
1033,8.6,7.5,57.1,13.5,10.6,55.1,2.3
319,9,3.7,54.3,13.7,10.8,50.9,1.8
1051,0,8.6,4.8,28.6,12.9,64.5,0
123,6.7,6.1,58.2,9.5,8.1,51.3,1.1
1517,5,5.4,19.1,12.8,12.9,58.6,1.4
2007,3.4,8.9,27.9,14,12.3,56.2,3.6
2066,9.9,5.3,47.7,19.5,9.3,51.5,0.9
2220,3.3,4.7,13.4,14.7,17,67.1,1
618,7.7,5.8,47.5,14.2,10.6,54.3,1.8
2842,12.4,6.6,57.1,13,8.4,51.5,1.3
3123,18.1,20.2,66.7,3.5,5.2,38.6,1.7
424,9.8,4.9,52.5,8.9,7.4,48.2,1.8
2289,7.7,5.8,47.5,14.2,10.6,54.3,1.8
2315,10.6,12,61.8,7.6,8.3,52.5,1.3
2358,7,4.5,56.3,13.8,10.9,54.4,1.3
1157,7,4.5,56.3,13.8,10.9,54.4,1.3
3866,16,12.4,58.4,5.8,2.9,37.6,0.2
257,9.8,4.9,52.5,8.9,7.4,48.2,1.8
1326,7,4.5,56.3,13.8,10.9,54.4,1.3
2646,16,12.4,58.4,5.8,2.9,37.6,0.2
1020,7.9,6.1,46.7,11.2,9.1,50.3,1.4
1554,3.8,5.7,16,17.1,15.1,63.6,1
1778,3.8,5.7,16,17.1,15.1,63.6,1
2588,9,3.7,54.3,13.7,10.8,50.9,1.8
3868,12.4,6.6,57.1,13,8.4,51.5,1.3
617,5,5.4,19.1,12.8,12.9,58.6,1.4
3841,18.1,20.2,66.7,3.5,5.2,38.6,1.7
1237,9,3.7,54.3,13.7,10.8,50.9,1.8
129,10.2,14,48.3,4.8,7.5,47.7,3.2
1555,9.9,5.3,47.7,19.5,9.3,51.5,0.9
2112,9,3.7,54.3,13.7,10.8,50.9,1.8
2043,0,8.6,4.8,28.6,12.9,64.5,0
4644,3.8,5.7,16,17.1,15.1,63.6,1
3658,7.7,5.8,47.5,14.2,10.6,54.3,1.8
200,9.8,4.9,52.5,8.9,7.4,48.2,1.8
586,6.6,8,55.5,12.9,9,53.3,1.9
3932,11.9,6.8,60.1,13.1,8.5,50,0.6
3062,6.4,4.1,34.4,13.6,11.5,57.8,1.7
3070,7.7,5.8,47.5,14.2,10.6,54.3,1.8
841,3.6,6.9,34.1,13.5,13.1,57.8,2.3
5105,19.3,51,65.5,1.7,2.5,37,0
2129,18.1,20.2,66.7,3.5,5.2,38.6,1.7
2372,10.6,12,61.8,7.6,8.3,52.5,1.3
885,9.9,5.3,47.7,19.5,9.3,51.5,0.9
773,7.7,5,54.5,12.1,10.4,53.6,1.8
1876,5,5.4,19.1,12.8,12.9,58.6,1.4
3548,7.7,5,54.5,12.1,10.4,53.6,1.8
306,6.6,8,55.5,12.9,9,53.3,1.9
730,7.9,6.1,46.7,11.2,9.1,50.3,1.4
130,7.9,6.1,46.7,11.2,9.1,50.3,1.4
3422,10.7,6.5,48.3,11.1,9.3,52.3,1.9
332,7.9,6.1,46.7,11.2,9.1,50.3,1.4
2451,9.1,10.1,60.8,8,9.3,54.5,2.1
40,6.1,10.7,29.9,1.5,11.7,55.9,3.3
1374,12.1,8,55.8,3.8,3.6,41.2,0
3482,11.9,6.8,60.1,13.1,8.5,50,0.6
1669,6.4,4.1,34.4,13.6,11.5,57.8,1.7
4162,14.3,15.9,57.6,3.5,5.4,46.2,1.2
2224,19.3,21.2,65.5,4.7,4.2,36.6,1.4
624,10.2,14,48.3,4.8,7.5,47.7,3.2
3383,11.9,6.8,60.1,13.1,8.5,50,0.6
1577,6.6,8,55.5,12.9,9,53.3,1.9
3325,3.6,6.9,34.1,13.5,13.1,57.8,2.3
1296,6.6,8,55.5,12.9,9,53.3,1.9
4329,12.4,10.7,60.9,8.3,7.9,51,1.6
3987,10.6,12,61.8,7.6,8.3,52.5,1.3
2839,20,20.2,68.1,4.7,3.6,36.9,1
1379,3.6,6.9,34.1,13.5,13.1,57.8,2.3
326,6.4,4.1,34.4,13.6,11.5,57.8,1.7
382,7,7.8,48.2,11.3,10.3,53.6,1.6
2138,6.4,4.1,34.4,13.6,11.5,57.8,1.7
3132,12.4,10.7,60.9,8.3,7.9,51,1.6
1560,6.4,4.1,34.4,13.6,11.5,57.8,1.7
4323,20,20.2,68.1,4.7,3.6,36.9,1
992,3.6,6.9,34.1,13.5,13.1,57.8,2.3
3157,19.3,21.2,65.5,4.7,4.2,36.6,1.4
1605,3.6,6.9,34.1,13.5,13.1,57.8,2.3
4216,10.2,14,48.3,4.8,7.5,47.7,3.2
2125,5,6.3,45.7,9.2,14.5,62,3.7
2629,6.7,4.8,52.8,9.7,11.1,55.5,1.7
4657,14.5,13.3,57.4,8.3,7,46.6,1.5
1665,18.6,18.8,51.7,0.5,4.5,37.6,0.5
1556,5,6.3,45.7,9.2,14.5,62,3.7
3177,10.7,6.5,48.3,11.1,9.3,52.3,1.9
281,7,7.8,48.2,11.3,10.3,53.6,1.6
2518,8.8,11,54,8.5,7.9,51.2,3.2
1621,10.7,6.5,48.3,11.1,9.3,52.3,1.9
230,6,5.3,48.5,7.4,11.9,58,1.4
535,6.6,8,55.5,12.9,9,53.3,1.9
2459,12.4,10.7,60.9,8.3,7.9,51,1.6
5550,20,20.2,68.1,4.7,3.6,36.9,1
4468,29.2,20,69.9,5.3,1.2,22.8,0.9
5720,29.2,20,69.9,5.3,1.2,22.8,0.9
4548,14.3,15.9,57.6,3.5,5.4,46.2,1.2
1304,9.1,10.1,60.8,8,9.3,54.5,2.1
138,6.1,10.7,29.9,1.5,11.7,55.9,3.3
388,12.1,8,55.8,3.8,3.6,41.2,0
4636,14.5,13.3,57.4,8.3,7,46.6,1.5
4839,20,20.2,68.1,4.7,3.6,36.9,1
2524,10.2,14,48.3,4.8,7.5,47.7,3.2
56,6,5.3,48.5,7.4,11.9,58,1.4
6048,29.2,20,69.9,5.3,1.2,22.8,0.9
251,5,6.3,45.7,9.2,14.5,62,3.7
4360,19.3,21.2,65.5,4.7,4.2,36.6,1.4
1019,5,6.3,45.7,9.2,14.5,62,3.7
103,6.4,6.7,55.1,7.5,12.5,58.5,1.6
3637,8.8,11,54,8.5,7.9,51.2,3.2
5640,29.2,20,69.9,5.3,1.2,22.8,0.9
3690,14.5,13.3,57.4,8.3,7,46.6,1.5
345,12.1,8,55.8,3.8,3.6,41.2,0
707,7.5,5.7,51.8,13,10.4,55.1,1.7
1787,8.8,11,54,8.5,7.9,51.2,3.2
5034,24.4,13.9,72.3,3.1,1.6,26.5,0
4315,12.4,10.7,60.9,8.3,7.9,51,1.6
4278,20,20.2,68.1,4.7,3.6,36.9,1
1002,6,5.3,48.5,7.4,11.9,58,1.4
459,8,8.5,46.6,4.3,9.3,53,4.4
5820,29.2,20,69.9,5.3,1.2,22.8,0.9
5782,29.7,19,68.6,7.2,1.3,24.4,0
307,5,6.3,45.7,9.2,14.5,62,3.7
6,6.1,10.7,29.9,1.5,11.7,55.9,3.3
3356,9.1,10.1,60.8,8,9.3,54.5,2.1
1512,7.5,5.7,51.8,13,10.4,55.1,1.7
4987,30.8,18.2,70.7,4,1.2,22.2,0.2
187,12.3,10.4,51,0.9,4.7,40.3,0.6
5369,30.8,18.2,70.7,4,1.2,22.2,0.2
2971,9.1,10.1,60.8,8,9.3,54.5,2.1
772,6.7,4.8,52.8,9.7,11.1,55.5,1.7
1746,8,8.5,46.6,4.3,9.3,53,4.4
5924,29.7,19,68.6,7.2,1.3,24.4,0
2931,15.5,14.2,59.1,4.1,6.9,47.6,1.4
4772,25,18.6,60.7,6.4,3.6,34.7,0.6
555,6.4,6.7,55.1,7.5,12.5,58.5,1.6
1414,16,12.9,59.3,0.2,2.5,38.8,0
337,8.8,11,54,8.5,7.9,51.2,3.2
5695,29.7,19,68.6,7.2,1.3,24.4,0
2723,8.7,9,56.2,7.1,8.6,55.4,1.8
1101,7.5,5.7,51.8,13,10.4,55.1,1.7
949,8.8,11,54,8.5,7.9,51.2,3.2
16,6.4,6.7,55.1,7.5,12.5,58.5,1.6
5319,24.4,13.9,72.3,3.1,1.6,26.5,0
1942,12.3,8.6,53.4,5.7,4.2,38.5,0
5436,19.3,21.2,65.5,4.7,4.2,36.6,1.4
2219,7.5,5.7,51.8,13,10.4,55.1,1.7
5754,24.4,13.9,72.3,3.1,1.6,26.5,0
2073,6.7,4.8,52.8,9.7,11.1,55.5,1.7
82,7.3,6.9,36.3,2.5,13.2,57,3.6
1238,8,8.5,46.6,4.3,9.3,53,4.4
4041,9.1,10.1,60.8,8,9.3,54.5,2.1
489,7.3,6.9,36.3,2.5,13.2,57,3.6
5389,30.8,18.2,70.7,4,1.2,22.2,0.2
4345,15.5,14.2,59.1,4.1,6.9,47.6,1.4
2272,9.1,10.1,60.8,8,9.3,54.5,2.1
1827,6.4,6.7,55.1,7.5,12.5,58.5,1.6
495,7.3,6.9,36.3,2.5,13.2,57,3.6
4016,15.5,14.2,59.1,4.1,6.9,47.6,1.4
1143,6.7,4.8,52.8,9.7,11.1,55.5,1.7
153,6.4,6.7,55.1,7.5,12.5,58.5,1.6
450,6.4,6.7,55.1,7.5,12.5,58.5,1.6
5635,25,18.6,60.7,6.4,3.6,34.7,0.6
2624,12.3,5.6,53.8,6,6.2,43.2,0
2042,7.5,5.7,51.8,13,10.4,55.1,1.7
4841,14.3,15.9,57.6,3.5,5.4,46.2,1.2
4876,15.7,17.5,52.7,0.4,3.9,39.5,0
2376,8.7,9,56.2,7.1,8.6,55.4,1.8
817,8,8.5,46.6,4.3,9.3,53,4.4
5889,26.7,14.2,69.9,3.8,1.6,25.3,0.7
4200,20.4,14.9,69,2,1.8,30.3,0.2
4686,20.4,14.9,69,2,1.8,30.3,0.2
640,6.7,4.8,52.8,9.7,11.1,55.5,1.7
5964,26.7,14.2,69.9,3.8,1.6,25.3,0.7
6000,30.8,18.2,70.7,4,1.2,22.2,0.2
2237,12.3,8.6,53.4,5.7,4.2,38.5,0
205,5.6,5.7,58.2,6.6,11.6,58.7,1.2
5710,14.3,15.9,57.6,3.5,5.4,46.2,1.2
158,5.6,5.7,58.2,6.6,11.6,58.7,1.2
4853,9.1,10.1,60.8,8,9.3,54.5,2.1
3082,8.7,9,56.2,7.1,8.6,55.4,1.8
73,7.3,6.9,36.3,2.5,13.2,57,3.6
28,5.5,5.1,59.3,4.8,11.6,59,1.4
5809,25,18.6,60.7,6.4,3.6,34.7,0.6
5222,25,18.6,60.7,6.4,3.6,34.7,0.6
2340,8.3,10.2,52.8,6.5,8,53.1,2.1
977,7.3,6.9,36.3,2.5,13.2,57,3.6
5998,30.8,18.2,70.7,4,1.2,22.2,0.2
5320,28.1,18.9,69.1,4.1,1.9,25.3,0
2028,6.7,4.8,52.8,9.7,11.1,55.5,1.7
5969,29.9,17.6,69.4,4.2,0.7,23.1,0.4
464,8,8.5,46.6,4.3,9.3,53,4.4
803,5.5,5.1,59.3,4.8,11.6,59,1.4
717,5.5,5.1,59.3,4.8,11.6,59,1.4
5882,22.5,12.6,74.5,3.7,2.4,30.9,0.5
2296,12.3,8.6,53.4,5.7,4.2,38.5,0
189,6.7,7,38.2,2.9,15.2,58.4,2.9
5733,29.3,15.5,68.1,3.7,0.4,23.6,0.2
5303,22.5,12.6,74.5,3.7,2.4,30.9,0.5
334,5.6,5.7,58.2,6.6,11.6,58.7,1.2
